latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
41.658,-87.436,304.5,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,279.7,0,N
41.62,-87.331,336.2,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,291.1,0,N
41.666,-87.482,296,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,276.3,0,N
41.643,-87.407,298.6,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,280.2,0,N
41.638,-87.41,302.1,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,280.6,0,N
41.629,-87.383,303.3,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,287.1,0,N
41.628,-87.377,305.2,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,288.7,0,N
41.626,-87.372,303.3,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,287.2,0,N
41.624,-87.367,304.1,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,285.4,0,N
41.615,-87.334,317.3,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,289,0,N
41.613,-87.329,305.5,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,289.5,0,N
41.673,-87.457,302.3,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,279.3,0,N
41.665,-87.43,296.8,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,278.4,0,N
41.663,-87.425,315.8,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,283,0,N
41.669,-87.466,297.8,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,277.1,0,N
41.664,-87.45,303.1,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,278,0,N
41.66,-87.433,308.2,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,280.5,0,N
41.668,-87.485,300,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,278.7,0,N
41.657,-87.447,300.5,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,274.8,0,N
41.616,-87.331,339.9,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,289.9,0,N
41.639,-87.407,303.5,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,281.4,0,N
41.631,-87.38,305.6,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,287.3,0,N
41.629,-87.374,306.4,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,288.7,0,N
41.627,-87.369,307,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,286.7,0,N
41.626,-87.363,300.1,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,284.9,0,N
41.619,-87.341,303.7,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,287.5,0,N
41.618,-87.336,304.5,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,288,0,N
46.036,-117.408,300,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,279.4,0,N
41.414,-88.185,307.2,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,292.7,0,N
41.412,-88.183,306,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,292.4,0,N
41.179,-87.859,308.2,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,289.7,0,N
40.734,-86.434,303.3,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,290.7,0,N
44.114,-103.282,299.9,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,284.1,0,N
39.478,-84.37,301.6,0.8,0.8,2016-07-12,0845,N,nominal,1.0NRT,288.7,0,N
39.876,-86.489,303.5,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,290.9,0,N
39.874,-86.482,304.1,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,290.8,0,N
39.973,-86.841,300.6,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,290.5,0,N
39.875,-86.484,315.6,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,291.3,0,N
39.976,-86.835,310.1,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,291.5,0,N
40.642,-89.645,305,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,290.5,0,N
40.64,-89.641,318.5,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,290.2,0,N
40.634,-89.639,309,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,289.3,0,N
43.661,-105.32,295.8,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,283.2,0,N
43.579,-105.261,330.4,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,284.4,0,N
43.516,-105.315,300.6,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,283,0,N
38.76,-84.999,304.6,0.7,0.8,2016-07-12,0845,N,nominal,1.0NRT,287,0,N
38.758,-84.991,302.7,0.7,0.8,2016-07-12,0845,N,nominal,1.0NRT,286.7,0,N
38.997,-87.722,303.4,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,289.8,0,N
38.999,-87.721,302.1,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,289.7,0,N
43.283,-112.337,341.6,0.6,0.5,2016-07-12,0845,N,nominal,1.0NRT,278.5,0,N
43.282,-112.335,337.1,0.6,0.5,2016-07-12,0845,N,nominal,1.0NRT,279.2,0,N
30.327,-91.234,302.6,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,290.9,0,N
30.321,-91.237,303.3,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,291.4,0,N
30.326,-91.282,302.5,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,290.5,0,N
30.059,-90.6,302.8,0.7,0.8,2016-07-12,0845,N,nominal,1.0NRT,289.8,0,N
30.002,-90.401,304.4,0.7,0.8,2016-07-12,0845,N,nominal,1.0NRT,291.1,0,N
29.964,-90.268,307.6,0.7,0.8,2016-07-12,0845,N,nominal,1.0NRT,290.5,0,N
29.994,-90.397,302.7,0.7,0.8,2016-07-12,0845,N,nominal,1.0NRT,290.6,0,N
30.107,-90.897,303.2,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,290.6,0,N
30.109,-90.895,304,0.6,0.7,2016-07-12,0845,N,nominal,1.0NRT,291.2,0,N
32.847,-103.885,305,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,294.3,0,N
32.713,-103.356,310.2,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,295.9,0,N
33.441,-108.249,326.5,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,284.4,0,N
33.44,-108.244,326.6,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,287.2,0,N
33.44,-108.239,332.4,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,287.7,0,N
33.439,-108.23,297.9,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,286,0,N
33.438,-108.225,295.9,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,285.5,0,N
33.437,-108.249,307.1,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,282,0,N
33.434,-108.225,297.5,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,285.5,0,N
33.428,-108.236,307.4,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,287,0,N
33.426,-108.246,303.5,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,284.7,0,N
33.426,-108.241,306,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,286,0,N
33.446,-108.559,321.8,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,284.5,0,N
33.451,-108.598,297.1,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.5,0,N
33.45,-108.593,296.9,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.1,0,N
33.449,-108.583,305.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,283.3,0,N
33.447,-108.569,311.2,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,283.5,0,N
33.447,-108.564,296.9,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,281.5,0,N
33.445,-108.554,312.6,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.1,0,N
33.448,-108.604,308.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.7,0,N
33.447,-108.599,313.8,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.3,0,N
33.447,-108.594,298.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,281.7,0,N
33.444,-108.574,295.1,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,281.8,0,N
33.444,-108.569,314.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,283.9,0,N
33.443,-108.565,308,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,284.2,0,N
33.442,-108.56,297.2,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.2,0,N
33.444,-108.604,319.6,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,281.9,0,N
33.444,-108.6,303.8,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.2,0,N
33.44,-108.57,296.8,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.9,0,N
33.439,-108.565,303.6,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.4,0,N
33.44,-108.6,303.8,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,281.7,0,N
33.436,-108.571,298.4,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.7,0,N
33.435,-108.591,296,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.1,0,N
33.435,-108.586,311.3,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,284.2,0,N
33.434,-108.581,306.1,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,284.1,0,N
33.433,-108.576,295.4,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,282.2,0,N
32.373,-102.012,304.8,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,294.5,0,N
32.047,-100.684,333.2,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,297.5,0,N
34.093,-117.533,300.9,0.5,0.7,2016-07-12,0845,N,nominal,1.0NRT,290.3,0,N
33.091,-108.04,302,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,286.3,0,N
32.307,-103.926,323.3,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,298.1,0,N
32.303,-103.927,311.3,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.6,0,N
32.909,-108.158,336.4,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,294.3,0,N
32.908,-108.153,338.4,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.9,0,N
32.91,-108.162,312.3,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,290,0,N
32.906,-108.163,332.3,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.4,0,N
32.905,-108.154,323.1,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.1,0,N
32.906,-108.158,315.9,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.2,0,N
32.903,-108.164,299.4,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,288.7,0,N
33.284,-111.956,306.2,0.4,0.5,2016-07-12,0845,N,nominal,1.0NRT,295.4,0,N
32.152,-104,311.6,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.5,0,N
30.068,-94.073,308.7,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,296.1,0,N
33.003,-110.771,334.9,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,298.8,0,N
32.999,-110.772,310.9,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.2,0,N
31.917,-103.387,307.3,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,295.2,0,N
29.834,-93.963,310.7,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,294.4,0,N
29.833,-93.966,306.9,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,294.1,0,N
31.89,-103.995,305.9,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,295.2,0,N
31.758,-103.603,308.3,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,297,0,N
31.754,-103.643,312.2,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.5,0,N
31.753,-103.641,313.5,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.4,0,N
31.808,-104.012,306.1,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,295.8,0,N
31.809,-104.059,317.1,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,297.4,0,N
31.732,-103.663,323.1,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.6,0,N
31.802,-104.159,314.7,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,297.2,0,N
31.781,-104.078,311.8,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296,0,N
31.708,-103.725,304.9,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.5,0,N
31.704,-103.739,319.2,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.1,0,N
31.743,-104.053,310.4,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.4,0,N
31.689,-103.734,311.3,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,295.5,0,N
31.692,-103.772,304.2,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,294.2,0,N
31.678,-103.711,331.3,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,297.5,0,N
31.642,-103.856,329.2,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,295.4,0,N
31.643,-103.861,311.1,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,295,0,N
31.154,-101.34,308.7,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.5,0,N
31.653,-104.23,321.3,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,297.2,0,N
29.74,-95,308.1,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,295.6,0,N
31.65,-104.231,332.1,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,298.7,0,N
31.981,-106.431,307.7,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.7,0,N
31.583,-104.027,311.6,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.3,0,N
29.738,-94.999,307.2,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,295,0,N
29.722,-95.12,309.3,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,295.2,0,N
29.722,-95.21,306.2,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,294.8,0,N
29.716,-95.232,306.7,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,294.7,0,N
32.668,-114.945,313.9,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,291.2,0,N
32.604,-114.839,305.9,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,292.5,0,N
32.602,-114.878,338.3,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,295.7,0,N
32.606,-114.84,304.8,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,293,0,N
32.603,-114.876,317,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,293.5,0,N
32.601,-114.841,303.6,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,292.9,0,N
32.599,-114.88,308.3,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,293.2,0,N
32.598,-114.876,312.3,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,292.7,0,N
29.376,-94.935,308.5,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,295.4,0,N
29.369,-94.908,308.4,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,295.6,0,N
31.214,-103.902,329.8,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,297.6,0,N
32.476,-114.797,334.2,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,298.9,0,N
32.502,-115.182,301.2,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,290.9,0,N
31.011,-103.735,315.8,0.4,0.4,2016-07-12,0845,N,nominal,1.0NRT,294.8,0,N
32.22,-115.281,309.2,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,292.4,0,N
32.219,-115.28,307.6,0.3,0.6,2016-07-12,0845,N,nominal,1.0NRT,292.3,0,N
28.979,-95.349,304.4,0.4,0.6,2016-07-12,0845,N,nominal,1.0NRT,293.2,0,N
29.577,-98.033,334.2,0.5,0.5,2016-07-12,0845,N,nominal,1.0NRT,295.8,0,N
29.577,-98.035,334.4,0.5,0.5,2016-07-12,0845,N,nominal,1.0NRT,295.5,0,N
28.823,-98.08,309.4,0.5,0.5,2016-07-12,0845,N,nominal,1.0NRT,294.5,0,N
30.825,-110.576,305.7,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.1,0,N
30.497,-109.631,341.2,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,298.2,0,N
30.493,-109.631,337.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.2,0,N
30.61,-110.74,320.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.2,0,N
30.612,-110.755,301.1,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,290.9,0,N
30.61,-110.745,310.2,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.7,0,N
30.608,-110.756,304.3,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,291.5,0,N
30.607,-110.746,314.4,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.1,0,N
30.605,-110.763,305.9,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,291.8,0,N
30.604,-110.757,303.2,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,291.4,0,N
30.603,-110.747,305.6,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.6,0,N
30.602,-110.742,303.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.8,0,N
30.613,-110.735,303.8,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.6,0,N
30.61,-110.74,321.8,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.6,0,N
30.61,-110.745,306.3,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.4,0,N
30.608,-110.756,304.7,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,291.2,0,N
30.606,-110.746,312.7,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.7,0,N
30.604,-110.763,303.8,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,291.9,0,N
30.604,-110.757,304.2,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,291.9,0,N
30.602,-110.747,305.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.6,0,N
30.602,-110.742,305.2,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293,0,N
30.601,-110.764,314,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.1,0,N
30.599,-110.748,305,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.4,0,N
30.597,-110.765,311.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.4,0,N
30.584,-110.728,308.3,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.2,0,N
30.584,-110.723,309.2,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293.1,0,N
30.577,-110.729,305.3,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,293,0,N
30.569,-110.735,310.7,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.7,0,N
30.567,-110.747,304.9,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292.1,0,N
30.566,-110.741,306.5,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,292,0,N
30.565,-110.736,303.6,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,291.9,0,N
30.231,-109.661,310.7,0.5,0.4,2016-07-12,0845,N,nominal,1.0NRT,294,0,N
26.883,-101.414,318.9,0.6,0.4,2016-07-12,0845,N,nominal,1.0NRT,297.5,0,N
26.887,-101.454,323,0.6,0.4,2016-07-12,0845,N,nominal,1.0NRT,298,0,N
26.886,-101.448,336.6,0.6,0.4,2016-07-12,0845,N,nominal,1.0NRT,298.2,0,N
26.879,-101.415,322.4,0.6,0.4,2016-07-12,0845,N,nominal,1.0NRT,298.9,0,N
26.888,-101.459,318.2,0.6,0.4,2016-07-12,0845,N,nominal,1.0NRT,298,0,N
26.876,-101.422,315.7,0.6,0.4,2016-07-12,0845,N,nominal,1.0NRT,296.7,0,N
63.7,-118.122,299.3,0.6,0.7,2016-07-12,0840,N,nominal,1.0NRT,283.5,0,N
63.439,-116.038,295.9,0.5,0.7,2016-07-12,0840,N,nominal,1.0NRT,283.2,0,N
61.951,-112.734,298.8,0.4,0.6,2016-07-12,0840,N,nominal,1.0NRT,282.8,0,N
61.929,-112.71,295,0.4,0.6,2016-07-12,0840,N,nominal,1.0NRT,284.2,0,N
61.929,-112.702,298.1,0.4,0.6,2016-07-12,0840,N,nominal,1.0NRT,284,0,N
60.117,-106.964,295.5,0.5,0.5,2016-07-12,0840,N,nominal,1.0NRT,279.2,0,N
60.107,-106.947,305.5,0.5,0.5,2016-07-12,0840,N,nominal,1.0NRT,283.1,0,N
60.106,-106.938,298.2,0.5,0.5,2016-07-12,0840,N,nominal,1.0NRT,283.2,0,N
59.106,-111.881,320.9,0.4,0.6,2016-07-12,0840,N,nominal,1.0NRT,284.1,0,N
57.992,-116.416,295.2,0.5,0.7,2016-07-12,0840,N,nominal,1.0NRT,280.3,0,N
57.051,-111.625,327.5,0.4,0.6,2016-07-12,0840,N,nominal,1.0NRT,287.5,0,N
57.045,-111.613,301.5,0.4,0.6,2016-07-12,0840,N,nominal,1.0NRT,287.6,0,N
57.041,-111.638,303.4,0.4,0.6,2016-07-12,0840,N,nominal,1.0NRT,286.4,0,N
57.041,-111.632,302,0.4,0.6,2016-07-12,0840,N,nominal,1.0NRT,287.7,0,N
57.04,-111.62,298.9,0.4,0.6,2016-07-12,0840,N,nominal,1.0NRT,288.1,0,N
57.01,-111.481,297.7,0.3,0.6,2016-07-12,0840,N,nominal,1.0NRT,287.3,0,N
57.005,-111.481,300,0.3,0.6,2016-07-12,0840,N,nominal,1.0NRT,287.1,0,N
57.005,-111.476,298.7,0.3,0.6,2016-07-12,0840,N,nominal,1.0NRT,287,0,N
56.41,-110.943,295.7,0.3,0.6,2016-07-12,0840,N,nominal,1.0NRT,283.5,0,N
56.142,-120.669,312.7,0.8,0.8,2016-07-12,0840,N,nominal,1.0NRT,275.6,0,N
56.143,-120.67,312.5,0.8,0.8,2016-07-12,0840,N,nominal,1.0NRT,275.9,0,N
48.202,-103.456,298.2,0.4,0.4,2016-07-12,0840,N,nominal,1.0NRT,275.9,0,N
46.854,-100.877,297,0.4,0.4,2016-07-12,0840,N,nominal,1.0NRT,285.7,0,N
42.3,-83.153,305,0.7,0.8,2016-07-12,0840,N,nominal,1.0NRT,286.7,0,N
42.286,-83.112,300.7,0.7,0.8,2016-07-12,0840,N,nominal,1.0NRT,286.8,0,N
42.299,-83.173,307.2,0.7,0.8,2016-07-12,0840,N,nominal,1.0NRT,287,0,N
42.297,-83.165,307.9,0.7,0.8,2016-07-12,0840,N,nominal,1.0NRT,286.9,0,N
42.254,-83.133,324.2,0.7,0.8,2016-07-12,0840,N,nominal,1.0NRT,287,0,N
45.614,-96.844,304.5,0.4,0.4,2016-07-12,0840,N,nominal,1.0NRT,287.4,0,N
41.47,-83.366,301.2,0.7,0.8,2016-07-12,0840,N,nominal,1.0NRT,286.4,0,N
46.212,-103.943,295.5,0.4,0.4,2016-07-12,0840,N,nominal,1.0NRT,284.1,0,N
41.465,-83.367,311.7,0.7,0.8,2016-07-12,0840,N,nominal,1.0NRT,286.5,0,N
41.567,-84.054,303.7,0.7,0.8,2016-07-12,0840,N,nominal,1.0NRT,287.7,0,N
41.565,-84.046,304.3,0.7,0.8,2016-07-12,0840,N,nominal,1.0NRT,287.5,0,N
41.225,-83.211,298.1,0.8,0.8,2016-07-12,0840,N,nominal,1.0NRT,285.8,0,N
45.734,-103.622,295.8,0.4,0.4,2016-07-12,0840,N,nominal,1.0NRT,284.3,0,N
41.37,-84.913,305.8,0.6,0.7,2016-07-12,0840,N,nominal,1.0NRT,288.7,0,N
41.366,-84.924,302.1,0.6,0.7,2016-07-12,0840,N,nominal,1.0NRT,288.2,0,N
13.601,40.662,367,0.4,0.6,2016-07-12,0950,N,nominal,1.0NRT,300.8,0,D
18.32,55.107,346.8,0.6,0.4,2016-07-12,0950,N,low,1.0NRT,319.5,0,D
20.881,57.604,344,0.6,0.5,2016-07-12,0950,N,low,1.0NRT,318.5,0,D
20.998,57.606,350.3,0.6,0.5,2016-07-12,0950,N,nominal,1.0NRT,320.3,0,D
22.151,55.996,348.1,0.5,0.5,2016-07-12,0950,N,nominal,1.0NRT,315.1,0,D
22.524,54.052,347,0.6,0.4,2016-07-12,0950,N,low,1.0NRT,319.3,0,D
22.54,53.924,346.8,0.5,0.4,2016-07-12,0950,N,low,1.0NRT,317.8,0,D
22.539,53.922,349.6,0.5,0.4,2016-07-12,0950,N,nominal,1.0NRT,318.9,0,D
22.802,55.849,346.9,0.5,0.5,2016-07-12,0950,N,nominal,1.0NRT,311,0,D
22.612,54.06,347.4,0.6,0.4,2016-07-12,0950,N,low,1.0NRT,319.9,0,D
22.878,55.926,345.2,0.5,0.5,2016-07-12,0950,N,nominal,1.0NRT,313.1,0,D
22.783,54.734,342.8,0.4,0.5,2016-07-12,0950,N,low,1.0NRT,315.5,0,D
22.783,54.73,348.3,0.4,0.5,2016-07-12,0950,N,nominal,1.0NRT,316.3,0,D
-34.034,24.824,332.2,0.4,0.6,2016-07-12,1120,N,nominal,1.0NRT,289.7,0,D
-32.478,28.264,351.3,0.5,0.5,2016-07-12,1120,N,nominal,1.0NRT,301.8,0,D
-32.415,28.339,336.5,0.5,0.5,2016-07-12,1120,N,nominal,1.0NRT,297.4,0,D
-32.421,28.153,327.4,0.5,0.5,2016-07-12,1120,N,nominal,1.0NRT,297.1,0,D
-32.292,28.649,325.8,0.5,0.5,2016-07-12,1120,N,nominal,1.0NRT,298.4,0,D
-32.488,25.774,330.4,0.4,0.6,2016-07-12,1120,N,nominal,1.0NRT,292,0,D
-32.23,28.573,335.4,0.5,0.5,2016-07-12,1120,N,nominal,1.0NRT,296,0,D
-32.175,28.558,338.7,0.5,0.5,2016-07-12,1120,N,nominal,1.0NRT,295.3,0,D
-32.028,28.771,326.6,0.5,0.5,2016-07-12,1120,N,nominal,1.0NRT,297.3,0,D
-31.981,28.974,327.3,0.5,0.5,2016-07-12,1120,N,nominal,1.0NRT,293.4,0,D
-32.229,25.689,327.9,0.4,0.6,2016-07-12,1120,N,nominal,1.0NRT,296.7,0,D
-31.664,29.34,333.5,0.5,0.5,2016-07-12,1120,N,nominal,1.0NRT,297.1,0,D
-31.544,29.576,329.7,0.4,0.5,2016-07-12,1120,N,nominal,1.0NRT,298.4,0,D
-31.543,29.574,328.9,0.4,0.5,2016-07-12,1120,N,nominal,1.0NRT,297.5,0,D
-31.493,29.587,333.5,0.4,0.5,2016-07-12,1120,N,nominal,1.0NRT,299.5,0,D
-31.494,29.582,334.2,0.4,0.5,2016-07-12,1120,N,nominal,1.0NRT,300.8,0,D
-31.486,29.619,331.6,0.4,0.5,2016-07-12,1120,N,nominal,1.0NRT,300.4,0,D
